title,vote_average,vote_count,release_date,runtime,budget,original_language,original_title,overview,popularity,tagline,genres,production_companies,production_countries,spoken_languages,keywords,revenue
13 Assassins,7.296,1010,2010-09-09,141.0,6000000.0,ja,十三人の刺客,A bravado period action film set at the end of Japan's feudal era in which a group of unemployed samurai are enlisted to bring down a sadistic lord and prevent him from ascending to the throne and plunging the country into a war-torn future.,33.243,Take up your sword.,"Adventure, Drama, Action","TOHO, Sedic International","Japan, United Kingdom",Japanese,"suicide, mission, japan, assassin, samurai, immortality, swordsman, massacre, battle, samurai sword, seppuku, code of honor, ronin, kimono, warrior, 19th century, harakiri",17.555141
Remington and the Curse of the Zombadings,4.808,13,2011-08-31,96.0,22361.0,tl,Zombadings 1: Patayin sa Shokot si Remington,"A boy cursed to turn gay when he grows up must sort out his feelings for the girl he loves and the boy – his best friend – he is suddenly lusting after, come to terms with his homophobia, and escape a pscho gay killer on the loose.",2.342,,"Comedy, Horror","Origin8 Media, Post Manila, SQ Film Laboratories, Reality Entertainment",Philippines,Tagalog,"philippines, transsexual, gay theme",0.721651
Peter Pan,7.184,2459,2003-12-18,113.0,100000000.0,en,Peter Pan,"In stifling Edwardian London, Wendy Darling mesmerizes her brothers every night with bedtime tales of swordplay, swashbuckling and the fearsome Captain Hook. But the children become the heroes of an even greater story, when Peter Pan flies into their nursery one night and leads them over moonlit rooftops through a galaxy of stars and to the lush jungles of Neverland.",22.167,All children grow up except one.,"Adventure, Fantasy, Family","Revolution Studios, Quinta Communications, Universal Pictures, Columbia Pictures","Australia, United Kingdom, United States of America","Greek, Portuguese, French, Moldavian, English","flying, crocodile, liberation, fairy, mermaid, peter pan, pirate gang, pirate, based on children's book, fantasy world, pirate ship, live action remake",121.975011
Friends with Money,5.119,547,2006-04-07,88.0,6500000.0,en,Friends with Money,"After she quits her lucrative job, Olivia finds herself unsure about her future and her relationships with her successful and wealthy friends.",14.916,,"Comedy, Drama, Romance",This Is That Productions,United States of America,English,"marriage, identity crisis, female friendship, relationship problems, money, dating, maid, divorce, group of friends, woman director, personal trainer, past relationship, single woman, relationships, obsessed with a man, rich friends, rich married couple, friend relationship",13.368437
Dances with Wolves,7.846,3835,1990-03-30,181.0,22000000.0,en,Dances with Wolves,"Wounded Civil War soldier, John Dunbar tries to commit suicide—and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.",28.076,Inside everyone is a frontier waiting to be discovered.,"Adventure, Drama, Western","Tig Productions, Majestic Films International, Allied Filmmakers","United Kingdom, United States of America",English,"friendship, mutiny, countryside, based on novel or book, unsociability, wolf, culture clash, self-discovery, freedom, desertion, language barrier, dakota, buffalo, native american, kansas, usa, sioux, tennessee, snow, pawnee tribe, 19th century, lakota, bison, early america",424.208848
Saw VI,6.3,2820,2009-10-22,90.0,11000000.0,en,Saw VI,"Special Agent Strahm is dead, and Detective Hoffman has emerged as the unchallenged successor to Jigsaw's legacy. However, when the FBI draws closer to Hoffman, he is forced to set a game into motion, and Jigsaw's grand scheme is finally understood.",88.767,The game has come full circle.,"Horror, Thriller","Lionsgate, Twisted Pictures, Mandate Pictures","Canada, United States of America",English,"sacrifice, sadism, fbi, apprentice, murder, torture, killer, agent, death, survival horror, death match, aftercreditsstinger, mind game, healthcare, death game, foreboding",68.234154
Gossip,5.762,206,2000-04-21,90.0,14000000.0,en,Gossip,"For a class project, three college students decide to invent an unfounded rumor about the most popular girl on campus. But as the rumor spreads, it begins to spiral out of control.",10.056,Some people are dying to hear it.,"Mystery, Thriller","NPV Entertainment, Outlaw Productions, Village Roadshow Pictures, Warner Bros. Pictures",United States of America,"English, Italian","experiment, college, gossip, rumor",5.10882
Not of This Earth,4.676,51,1988-05-20,81.0,210000.0,en,Not of This Earth,An alien arrives on Earth looking to take human blood in an attempt to preserve his dying planet.,5.94,Traci Must Battle Forces From Another Galaxy!,"Horror, Science Fiction",Miracle Pictures,United States of America,English,"prostitute, nurse, vampire, alien, remake",0.107352
The Aviator,7.224,4906,2004-12-17,170.0,110000000.0,en,The Aviator,"A biopic depicting the life of filmmaker and aviation pioneer Howard Hughes from 1927 to 1947, during which time he became a successful film producer and an aviation magnate, while simultaneously growing more unstable due to severe obsessive-compulsive disorder.",21.485,The way of the future,Drama,"Miramax, Appian Way, Forward Pass, Cappa Productions, Initial Entertainment Group, IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG, Warner Bros. Pictures","Germany, United States of America",English,"ladykiller, pilot, biography, womanizer, phobia, aviation, u.s. congress, flying boat, test flight",213.7
Lost in Translation,7.392,6734,2003-09-18,102.0,4000000.0,en,Lost in Translation,"Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.",27.061,Everyone wants to be found.,"Drama, Romance","American Zoetrope, Focus Features, TFC, Elemental Films","Japan, United Kingdom, United States of America","Japanese, English","hotel room, adultery, japan, unsociability, upper class, pop star, age difference, photographer, commercial, karaoke, homesickness, culture clash, jet lag, midlife crisis, loneliness, tokyo, japan, unlikely friendship, aftercreditsstinger, woman director",119.723856
The Last Starfighter,6.596,612,1984-07-13,101.0,15000000.0,en,The Last Starfighter,A video game expert Alex Rogan finds himself transported to another planet after conquering The Last Starfighter video game only to find out it was just a test. He was recruited to join the team of best Starfighters to defend their world from the attack.,15.361,He didn't find his dreams... his dreams found him.,"Adventure, Science Fiction, Action","Universal Pictures, Lorimar Film Entertainment",United States of America,English,"android, flying car, space marine, trailer park, laser gun, shapeshifting, fighter pilot, games, alien, 1980s, arcade game, universal translator",28.73329
Cars,6.936,12906,2006-06-08,117.0,120000000.0,en,Cars,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",47.447,Ahhh... it's got that new movie smell.,"Animation, Adventure, Comedy, Family","Pixar, Walt Disney Pictures",United States of America,"English, Italian, Japanese, Yiddish","friendship, car race, success, route 66, porsche, retirement, road trip, anthropomorphism, rural area, los angeles, california, aftercreditsstinger, duringcreditsstinger",461.983149
Bill & Ted Face the Music,5.907,808,2020-08-27,91.0,25000000.0,en,Bill & Ted Face the Music,"Yet to fulfil their rock and roll destiny, the now middle-aged best friends Bill and Ted set out on a new adventure when a visitor from the future warns them that only their song can save life as we know it. Along the way, they are helped by their daughters, a new batch of historical figures and a few music legends — to seek the song that will set their world right and bring harmony to the universe.",20.525,The future awaits,"Comedy, Science Fiction, Adventure","Endeavor Content, Hammerstone Studios, Lakeview Entertainment, TinRes Entertainment, Many Rivers Productions, Cittadino/Dugan Entertainment, Dial 9, Orion Pictures, Metro-Goldwyn-Mayer, Bloom","Canada, United States of America","German, English, Spanish","guitar, time travel, sequel, aftercreditsstinger, father daughter relationship, 2030s",6.274027
The Lazarus Project,6.0,328,2008-10-24,99.0,9750000.0,en,The Lazarus Project,"After Ben Garvey foolishly turned back to crime, he thought his life was over when he was sentenced to death by lethal injection. But his death sentence isn't quite what it seems, as Ben regains consciousness near an eerie psychiatric ward, where he's told he's been hired as the groundskeeper. With the state of his soul in question, and the love for his wife and daughter all the more real and powerful, Ben must figure out if he's truly cheated death, or if he's become part of something far more sinister.",15.282,Cheating death is only the beginning,"Drama, Thriller","Scion Films, Be Good Productions, Mandeville Films, Inferno Distribution","United Kingdom, United States of America",English,"death penalty, robbery, lethal injection, criminal past, symbol, chainsaw, death",0.558
The Gun in Betty Lou's Handbag,5.08,25,1992-08-21,89.0,13000000.0,en,The Gun in Betty Lou's Handbag,A Southern librarian puts excitement in her life with a found murder weapon and a false confession.,3.356,She was a nobody until someone found...,"Comedy, Thriller, Mystery","Touchstone Pictures, Interscope Communications, Nomura Babcock & Brown, In The Bag Productions",United States of America,English,"murder, librarian",3.721911
